time,open,high,low,close,Volume,Volume MA
1691105040,374.96,374.96,374.95,374.95,1328,1495.85
1691105160,374.93,374.93,374.8,374.8,2599,1615.8
1691105220,374.85,374.87,374.83,374.87,2505,1646.05
1691105280,374.84,374.84,374.83,374.83,1120,1626.75
1691105340,374.84,374.84,374.84,374.84,150,1485.05
1691105400,374.8,374.81,374.8,374.81,200,1326.9
1691105460,374.82,374.88,374.82,374.88,2600,1434.8
1691105520,374.81,374.81,374.66,374.66,3870,1618.3
1691105580,374.7,374.72,374.7,374.72,2200,1659.2
1691105640,374.65,374.66,374.65,374.66,1690,1656.2
1691105700,374.7,374.7,374.7,374.7,100,1603.95
1691105820,374.71,374.74,374.71,374.73,1253,1651.6
1691105880,374.72,374.72,374.71,374.71,1400,1691.6
1691105940,374.72,374.72,374.69,374.69,10890,2222.35
1691106000,374.7,374.7,374.6,374.65,2494,2267.05
1691106060,374.65,374.65,374.61,374.62,1083,2308.7
1691106180,374.57,374.57,374.56,374.56,600,2256.2
1691106240,374.66,374.74,374.66,374.71,3426,2250.5
1691106300,374.77,374.79,374.73,374.75,3304,2248.35
1691106360,374.79,374.79,374.7401,374.77,4301,2355.65
1691106420,374.77,374.77,374.75,374.77,3351,2456.8
1691106480,374.8,374.8,374.8,374.8,100,2331.85
1691106540,374.8,374.8,374.77,374.77,616,2237.4
1691106600,374.75,374.77,374.75,374.77,695,2216.15
1691106660,374.77,374.88,374.77,374.88,10396,2728.45
1691106780,374.93,374.93,374.92,374.92,1727,2804.8
1691106840,374.97,374.98,374.96,374.96,2200,2784.8
1691106900,374.98,374.98,374.93,374.96,4437,2813.15
1691106960,374.96,374.96,374.9,374.93,2310,2818.65
1691107020,374.93,374.98,374.93,374.98,2363,2852.3
1691107080,374.98,374.99,374.96,374.99,1881,2941.35
1691107140,374.95,375,374.94,375,3495,3053.45
1691136000,375.87,376.22,375.87,376.22,1842,3075.55
1691136060,376.27,376.29,376.25,376.25,670,2564.55
1691136120,376.28,376.38,376.26,376.38,2574,2568.55
1691136180,376.32,376.33,376.3,376.31,4200,2724.4
1691136240,376.31,376.45,376.31,376.45,3200,2854.4
1691136300,376.44,376.44,376.44,376.44,2000,2783.1
1691136360,376.6,376.6,376.6,376.6,200,2627.9
1691136420,376.62,376.7,376.62,376.68,2595,2542.6
1691136480,376.56,376.56,376.56,376.56,200,2385.05
1691136540,376.56,376.63,376.54,376.63,500,2405.05
1691136600,376.56,376.58,376.55,376.55,1795,2464
1691136660,376.53,376.53,376.53,376.53,500,2454.25
1691136780,376.84,376.84,376.84,376.84,100,1939.45
1691136840,376.8,376.8,376.8,376.8,828,1894.5
1691136900,376.81,376.82,376.8,376.82,1800,1874.5
1691136960,376.83,376.86,376.83,376.86,200,1662.65
1691137020,376.8,376.8,376.8,376.8,1000,1597.15
1691137080,376.72,376.74,376.7,376.7,600,1509
1691137200,376.64,376.67,376.64,376.67,1403,1485.1
1691137260,376.59,376.59,376.51,376.54,500,1335.35
1691137320,376.53,376.53,376.47,376.47,300,1258.25
1691137380,376.42,376.42,376.42,376.42,100,1229.75
1691137440,376.36,376.42,376.36,376.37,1125,1157.3
1691137500,376.46,376.52,376.46,376.52,553,974.95
1691137560,376.52,376.52,376.42,376.42,1300,879.95
1691137680,376.33,376.33,376.33,376.33,100,784.95
1691137740,376.22,376.22,376.21,376.21,2999,924.9
1691137800,376.22,376.22,376.22,376.22,500,820.15
1691137860,376.22,376.22,376.12,376.12,7000,1160.15
1691137920,376.05,376.09,376.03,376.05,14800,1875.15
1691137980,376.11,376.12,376.08,376.12,2700,1920.4
1691138040,376.05,376.05,375.92,375.92,1200,1955.4
1691138100,375.82,375.84,375.82,375.84,1500,2025.4
1691138160,375.85,375.87,375.85,375.87,1200,2044
1691138220,375.89,375.93,375.89,375.93,1119,2009.95
1691138340,375.8,375.8,375.8,375.8,250,2012.45
1691138400,375.82,375.92,375.76,375.92,300,1977.45
1691138460,375.93,375.94,375.89,375.94,1022,1998.55
1691138520,375.94,375.94,375.94,375.94,100,1933.4
1691138580,375.85,375.85,375.85,375.85,100,1913.4
1691138640,375.83,375.87,375.79,375.87,572,1927
1691138760,375.96,376.04,375.96,376.04,1129,1978.45
1691138820,376.02,376.03,376.02,376.03,208,1932.6
1691138880,376,376,375.81,375.81,422,1926.05
1691138940,375.88,375.88,375.8,375.81,1534,1937.75
1691139000,375.84,375.88,375.84,375.88,1200,1992.75
1691139060,375.83,375.83,375.83,375.83,100,1847.8
1691139120,375.9,375.91,375.9,375.91,740,1859.8
1691139180,375.93,375.93,375.93,375.93,100,1514.8
1691139240,375.95,375.95,375.89,375.89,499,799.75
1691139360,375.95,375.97,375.92,375.97,769,703.2
1691139540,375.95,375.95,375.95,375.95,800,683.2
1691139660,376.13,376.13,376.13,376.13,1000,658.2
1691139720,376.09,376.09,376.09,376.09,200,608.2
1691139780,376.15,376.18,376.14,376.18,400,572.25
1691139900,376.09,376.09,376.08,376.08,2900,704.75
1691140020,376.03,376.03,376.03,376.03,133,696.4
1691140200,376.15,376.15,376.15,376.15,1500,720.3
1691140320,376.15,376.15,376.15,376.15,3000,865.3
1691140500,376.25,376.25,376.25,376.25,300,875.3
1691140620,376.38,376.38,376.38,376.38,500,871.7
1691140800,376.27,376.27,376.27,376.27,500,840.25
1691140860,376.33,376.39,376.32,376.39,4200,1039.85
1691141040,376.31,376.41,376.31,376.41,2730,1155.25
1691141160,376.36,376.36,376.36,376.36,999,1128.5
1691141220,376.43,376.43,376.43,376.43,100,1073.5
1691141280,376.49,376.54,376.49,376.54,1828,1159.9
1691141340,376.53,376.53,376.49,376.49,1200,1182.9
1691141460,376.4,376.44,376.4,376.44,1000,1227.9
1691141640,376.19,376.19,376.13,376.13,600,1232.95
1691141700,376.11,376.11,376.09,376.09,905,1239.75
1691141820,376.11,376.11,376.11,376.11,300,1214.75
1691142120,376.1,376.1,376.1,376.1,800,1204.75
1691142240,375.99,376,375.99,376,6000,1494.75
1691142420,376.13,376.13,376.13,376.13,600,1504.75
1691142480,376,376,376,376,100,1364.75
1691142540,375.95,375.95,375.95,375.95,131,1364.65
1691142720,376.06,376.06,376.06,376.06,400,1309.65
1691142840,376.1,376.26,376.1,376.26,600,1189.65
1691142960,376.34,376.34,376.34,376.34,350,1192.15
1691143020,376.27,376.27,376.26,376.26,1000,1217.15
1691143080,376.12,376.12,376.12,376.12,300,1207.15
1691143200,375.92,375.92,375.92,375.92,200,1007.15
1691143380,376.06,376.06,376.03,376.03,400,890.65
1691143620,375.92,375.92,375.92,375.92,337,857.55
1691143860,375.87,375.95,375.87,375.92,996,902.35
1691144040,375.81,375.81,375.81,375.81,617,841.8
1691144100,375.83,375.84,375.83,375.84,300,796.8
1691144220,375.8,375.8,375.8,375.8,200,756.8
1691144340,375.84,375.84,375.84,375.84,100,731.8
1691144460,375.91,375.95,375.9,375.95,953,734.2
1691144580,375.86,375.86,375.86,375.86,200,729.2
1691144640,375.84,375.84,375.84,375.84,1050,741.7
1691144760,375.77,375.77,375.77,375.77,103,446.85
1691144880,375.85,375.9,375.85,375.9,600,446.85
1691144940,375.86,375.86,375.86,375.86,100,446.85
1691145000,375.9,375.9,375.9,375.9,300,455.3
1691145120,376,376,376,376,1000,485.3
1691145180,375.93,375.93,375.93,375.93,400,475.3
1691145240,375.9,375.9,375.88,375.88,385,477.05
1691145420,375.76,375.76,375.76,375.76,4000,627.05
1691145480,375.72,375.72,375.64,375.64,600,642.05
1691145540,375.67,375.67,375.67,375.67,400,652.05
1691145600,375.67,375.67,375.67,375.67,100,637.05
1691145660,375.62,375.62,375.62,375.62,500,645.2
1691145720,375.66,375.66,375.66,375.66,150,602.9
1691145780,375.58,375.58,375.52,375.52,1097,626.9
1691145900,375.58,375.59,375.58,375.59,1820,702.9
1691145960,375.5,375.5,375.5,375.5,200,702.9
1691146020,375.46,375.46,375.36,375.36,1233,759.55
1691146080,375.39,375.39,375.39,375.39,500,736.9
1691146140,375.42,375.42,375.32,375.32,3670,910.4
1691146200,375.42,375.42,375.41,375.41,350,875.4
1691146260,375.27,375.27,375.27,375.27,500,895.25
1691146320,375.26,375.26,375.25,375.25,1600,945.25
1691146380,375.22,375.24,375.22,375.24,650,972.75
1691146440,375.27,375.27,375.27,375.27,500,982.75
1691146500,375.16,375.16,375.08,375.09,1550,1010.25
1691146620,375.16,375.16,375.16,375.16,200,1000.25
1691146680,375.12,375.12,375.06,375.06,200,991
1691146740,375.13,375.2,375.13,375.2,3793,980.65
1691146800,375.25,375.25,375.01,375.01,6327,1267
1691146860,375,375.08,374.96,374.98,2005,1347.25
1691146920,375.1,375.15,375.1,375.15,3223,1503.4
1691146980,375.18,375.25,375.17,375.17,780,1517.4
1691147040,375.15,375.15,375.15,375.15,1200,1569.9
1691147100,375.15,375.15,375.1,375.12,2486,1639.35
1691147160,375.13,375.13,375.01,375.01,1299,1613.3
1691147220,375.03,375.07,375.02,375.06,1480,1677.3
1691147280,375.17,375.17,375.1,375.1,1628,1697.05
1691147340,375.061,375.061,375.06,375.06,2066,1775.35
1691147400,375,375.03,374.8,374.8,2946,1739.15
1691147460,374.86,374.93,374.85,374.93,1833,1813.3
1691147520,374.95,374.98,374.95,374.98,1666,1871.6
1691147580,374.91,374.91,374.91,374.91,120,1797.6
1691147640,374.94,374.94,374.89,374.89,750,1802.6
1691147700,375.02,375.08,374.99,374.99,3728,1964
1691147760,374.97,374.99,374.94,374.94,2733,2023.15
1691147820,374.94,374.97,374.85,374.85,1825,2104.4
1691147880,374.88,374.98,374.88,374.92,2588,2223.8
1691147940,374.889,374.889,374.7,374.75,2361,2152.2
1691148000,374.74,374.79,374.7,374.75,4300,2050.85
1691148060,374.75,374.81,374.74,374.81,500,1975.6
1691148120,374.77,374.77,374.77,374.77,100,1819.45
1691148180,374.77,374.77,374.76,374.77,500,1805.45
1691148240,374.76,374.83,374.75,374.82,2400,1865.45
1691148300,374.81,374.84,374.8,374.8,1700,1826.15
1691148360,374.84,374.84,374.81,374.81,300,1776.2
1691148420,374.8,374.85,374.75,374.85,4300,1917.2
1691148480,374.72,374.72,374.6,374.6,300,1850.8
1691148540,374.57,374.59,374.45,374.46,3230,1909
1691148600,374.42,374.62,374.42,374.62,6331,2078.25
1691148660,374.66,374.71,374.6,374.6,26904,3331.8
1691148720,374.61,374.62,374.59,374.59,1200,3308.5
1691148780,374.55,374.55,374.55,374.55,100,3307.5
1691148840,374.57,374.6,374.56,374.58,1800,3360
1691148900,374.63,374.68,374.63,374.67,4680,3407.6
1691148960,374.6,374.61,374.54,374.54,5885,3565.2
1691149020,374.5,374.5,374.35,374.35,2050,3576.45
1691149080,374.4,374.45,374.4,374.42,1100,3502.05
1691149140,374.43,374.48,374.39,374.43,22925,4530.25
1691149200,374.4,374.4,374.4,374.4,220,4326.25
1691149260,374.35,374.41,374.35,374.41,406,4321.55
1691149320,374.46,374.5,374.45,374.45,800,4356.55
1691149380,374.45,374.46,374.36,374.36,2200,4441.55
1691149440,374.3,374.35,374.3,374.35,3900,4516.55
1691149500,374.33,374.33,374.16,374.16,1050,4484.05
1691149560,374.14,374.14,374.06,374.1,13720,5155.05
1691149620,374.1,374.15,374,374,3531,5116.6
1691149680,374,374.06,374,374.03,775,5140.35
1691149740,374,374,373.99,373.99,600,5008.85
1691149800,374.02,374.02,373.91,373.91,1300,4757.3
1691149860,373.91,374,373.85,374,757,3449.95
1691149920,374,374.12,374,374.12,8068,3793.35
1691149980,374.12,374.15,374.12,374.15,3916,3984.15
1691150040,374.15,374.19,374.15,374.18,1350,3961.65
1691150100,374.14,374.29,374.14,374.28,3332,3894.25
1691150160,374.31,374.44,374.31,374.42,4750,3837.5
1691150220,374.36,374.43,374.36,374.42,7251,4097.55
1691150280,374.44,374.44,374.4,374.4,6500,4367.55
1691150340,374.4,374.4,374.35,374.35,1999,3321.25
1691150400,374.809,376.6204,373.93,374.46,82345,7427.5
1691150460,375.88,376.71,374.31,376.62,17510,8282.7
1691150520,374.3,376.52,374.26,375.89,2071,8346.25
1691150580,374.37,376.65,374.37,374.51,7296,8601.05
1691150640,374.44,376.53,374.44,374.48,3864,8599.25
1691150700,374.46,374.47,374.4,374.47,10937,9093.6
1691150760,374.4,374.4,374.36,374.36,1700,8492.6
1691150820,374.45,374.5,374.4,374.49,4200,8526.05
1691150880,374.54,374.58,374.52,374.55,3900,8682.3
1691150940,374.53,374.53,374.42,374.43,1563,8730.45
1691151000,374.4,374.45,374.4,374.45,1980,8764.45
1691151060,374.45,374.45,374.45,374.45,600,8756.6
1691151120,374.41,374.4199,374.36,374.36,1950,8450.7
1691151180,374.32,374.32,374.28,374.32,4839,8496.85
1691151240,374.35,374.35,374.19,374.21,4940,8676.35
1691151300,374.21,374.23,374.13,374.13,8302,8924.85
1691151360,374.17,374.26,374.1699,374.26,5115,8943.1
1691151420,374.26,374.3386,374.26,374.3386,3200,8740.55
1691151480,374.11,374.17,374.08,374.17,6000,8715.55
1691151540,374.2,374.29,374.2,374.28,1425,8686.85
1691151600,374.27,374.45,374.27,374.45,6404,4889.8
1691151660,374.39,374.5,374.39,374.5,740,4051.3
1691151720,374.49,374.56,374.46,374.56,4338,4164.65
1691151780,374.58,374.65,374.58,374.65,1400,3869.85
1691151840,374.63,374.68,374.6,374.67,4935,3923.4
1691151900,374.7,374.74,374.51,374.63,19974,4375.25
1691151960,374.65,374.6799,374.6,374.62,6779,4629.2
1691152020,374.59,374.73,374.59,374.73,3460,4592.2
1691152080,374.76,374.81,374.69,374.69,4555,4624.95
1691152140,374.63,374.75,374.55,374.73,12558,5174.7
1691152200,374.49,375.5,374.15,375.05,108780,10514.7
1691152260,374.86,375.2,374.7,374.91,52814,13125.4
1691152320,374.92,375.21,374.48,375.17,59764,16016.1
1691152380,375.23,375.24,374.43,374.49,49446,18246.45
1691152440,374.51,374.58,374.26,374.38,73489,21673.9
1691152500,374.42,374.59,374.21,374.23,62097,24363.65
1691152560,374.18,374.18,373.12,373.22,87361,28475.95
1691152620,373.2,373.83,373.16,373.79,55813,31106.6
1691152680,373.78,373.93,373.61,373.93,31810,32397.1
1691152740,373.94,374.12,373.78,373.8,24126,33532.15
1691152800,373.8,374.52,373.6,374.47,21684,34296.15
1691152860,374.46,374.99,374.44,374.91,54771,36997.7
1691152920,374.91,375.17,374.73,375.13,29111,38236.35
1691152980,375.13,375.15,374.71,374.71,25083,39420.5
1691153040,374.799,375.05,374.74,374.85,42685,41308
1691153100,374.95,375.11,374.95,375,43901,42504.35
1691153160,375.05,375.4,375.04,375.28,88420,46586.4
1691153220,375.29,375.32,375.05,375.13,24504,47638.6
1691153280,375.1,375.46,375.1,375.32,20823,48452
1691153340,375.28,375.76,375.28,375.59,53943,50521.25
1691153400,375.59,375.87,375.59,375.67,104870,50325.75
1691153460,375.69,376,375.65,375.88,56983,50534.2
1691153520,375.86,376.28,375.86,376.04,32407,49166.35
1691153580,376.08,376.32,375.96,376.01,84520,50920.05
1691153640,375.975,375.975,375.8,375.87,18295,48160.35
1691153700,375.87,375.95,375.66,375.73,19495,46030.25
1691153760,375.71,375.71,375.56,375.64,11886,42256.5
1691153820,375.57,375.72,375.57,375.62,7727,39852.2
1691153880,375.59,375.77,375.58,375.76,9438,38733.6
1691153940,375.79,375.96,375.79,375.8,18312,38442.9
1691154000,375.82,375.82,375.67,375.77,14224,38069.9
1691154060,375.75,375.86,375.72,375.78,3484,35505.55
1691154120,375.83,376.07,375.83,376.04,13049,34702.45
1691154180,376.05,376.17,376,376.17,11847,34040.65
1691154240,376.19,376.22,376.07,376.14,10862,32449.5
1691154300,376.1606,376.21,376,376,8408,30674.85
1691154360,376.04,376.05,375.96,375.99,3731,26440.4
1691154420,375.92,375.96,375.84,375.92,5982,25514.3
1691154480,375.91,376.01,375.83,375.86,9714,24958.85
1691154540,375.89,376.05,375.83,375.97,26581,23590.75
1691154600,375.95,376.03,375.71,375.71,15215,19108
1691154660,375.71,375.73,375.65,375.7,38237,18170.7
1691154720,375.69,375.77,375.69,375.7,10306,17065.65
1691154780,375.71,375.77,375.65,375.67,4792,13079.25
1691154840,375.64,375.93,375.6,375.93,22745,13301.75
1691154900,375.93,375.94,375.79,375.83,6223,12638.15
1691154960,375.89,375.9,375.79,375.83,5564,12322.05
1691155020,375.78,375.89,375.78,375.86,6407,12256.05
1691155080,375.86,375.88,375.65,375.69,6624,12115.35
1691155140,375.65,375.65,375.58,375.58,14103,11904.9
1691155200,375.6,375.69,375.6,375.65,10533,11720.35
1691155260,375.62,375.75,375.56,375.75,5400,11816.15
1691155320,375.7,375.84,375.65,375.84,2200,11273.7
1691155380,375.82,375.9,375.71,375.71,8136,11088.15
1691155440,375.75,375.75,375.66,375.66,8820,10986.05
1691155500,375.61,375.63,375.39,375.45,18023,11466.8
1691155560,375.51,375.69,375.5,375.69,3460,11453.25
1691155620,375.68,375.77,375.62,375.66,17050,12006.65
1691155680,375.7,375.78,375.62,375.78,10296,12035.75
1691155740,375.77,375.77,375.71,375.75,3424,10877.9
1691155800,375.75,375.97,375.3985,375.91,649331,42583.7
1691155860,375.92,376.37,375.91,376.2194,303351,55839.4
1691155920,376.23,376.3,375.94,376.25,275575,69102.85
1691155980,376.255,376.73,376.255,376.69,183933,78059.9
1691156040,376.7,376.88,376.61,376.79,197188,86782.05
1691156100,376.785,377.09,376.71,377.07,279834,100462.6
1691156160,377.06,377.39,377.05,377.27,322736,116321.2
1691156220,377.27,377.47,377.26,377.35,271797,129590.7
1691156280,377.36,377.445,377.07,377.19,189265,138722.75
1691156340,377.1825,377.359,377.05,377.22,202099,148122.55
1691156400,377.23,377.26,376.84,376.85,215110,158351.4
1691156460,376.85,376.86,376.14,376.16,293613,172762.05
1691156520,376.19,376.32,375.981,375.99,181257,181714.9
1691156580,375.99,376.01,375.61,375.95,250225,193819.35
1691156640,375.93,375.9493,375.3517,375.5101,234530,205104.85
1691156700,375.53,375.85,375.43,375.76,185884,213497.9
1691156760,375.75,376.25,375.7,376.13,272460,226947.9
1691156820,376.125,376.35,376.08,376.33,218048,236997.8
1691156880,376.34,376.47,376.09,376.11,162698,244617.9
1691156940,376.12,376.2695,375.77,376.12,155918,252242.6
1691157000,376.13,376.38,375.46,375.5,322810,235916.55
1691157060,375.55,375.63,374.46,374.8882,458376,243667.8
1691157120,374.84,375.14,374.6897,375.11,163507,238064.4
1691157180,375.12,375.29,374.76,374.82,200002,238867.85
1691157240,374.83,375.095,374.7076,374.81,160689,237042.9
1691157300,374.79,374.89,374.51,374.75,140710,230086.7
1691157360,374.73,374.73,374.02,374.17,255395,226719.65
1691157420,374.14,374.359,374.02,374.31,150018,220630.7
1691157480,374.369,374.48,374.1,374.4,160606,219197.75
1691157540,374.39,374.53,374.2,374.2,172994,217742.5
1691157600,374.24,374.3,373.96,374.1824,164278,215200.9
1691157660,374.15,374.36,374.07,374.15,256189,213329.7
1691157720,374.1525,374.2299,373.59,373.71,221855,215359.6
1691157780,373.68,373.84,373.44,373.54,140476,209872.15
1691157840,373.52,373.721,373.18,373.63,246791,210485.2
1691157900,373.6,373.73,373.26,373.34,182009,210291.45
1691157960,373.35,373.41,372.88,372.96,221788,207757.85
1691158020,372.98,373.37,372.93,373.21,191073,206409.1
1691158080,373.25,373.6196,373.25,373.53,301916,213370
1691158140,373.53,373.68,373.35,373.6451,185322,214840.2
1691158200,373.67,374.09,373.6,374.01,250388,211219.1
1691158260,374,374.25,373.95,374.09,198103,198205.45
1691158320,374.1,374.42,373.96,374.3352,194487,199754.45
1691158380,374.32,374.345,373.94,373.96,89156,194212.15
1691158440,373.96,374.0403,373.82,373.82,116185,191986.95
1691158500,373.83,373.88,373.44,373.61,179909,193946.9
1691158560,373.61,374.12,373.6028,374.02,132024,187778.35
1691158620,374.05,374.32,373.97,374.19,132208,186887.85
1691158680,374.195,374.37,374.18,374.27,77403,182727.7
1691158740,374.27,374.7097,374.23,374.64,211865,184671.25
1691158800,374.625,374.85,374.53,374.66,117471,182330.9
1691158860,374.68,374.74,374.21,374.3299,160168,177529.85
1691158920,374.315,374.49,374.05,374.48,119178,172396
1691158980,374.46,374.6,374.401,374.6,78817,169313.05
1691159040,374.57,374.9,374.55,374.9,71043,160525.65
1691159100,374.87,374.9899,374.61,374.63,116918,157271.1
1691159160,374.65,374.73,374.52,374.53,102748,151319.1
1691159220,374.56,374.56,374.34,374.46,78585,145694.7
1691159280,374.4788,374.5779,374.25,374.48,79764,134587.1
1691159340,374.46,374.71,374.388,374.67,91354,129888.7
1691159400,374.64,374.82,374.61,374.7,161215,125430.05
1691159460,374.72,375.14,374.62,375.0099,129662,122008
1691159520,375,375.57,375,375.5199,212909,122929.1
1691159580,375.52,375.62,375.365,375.58,184040,127673.3
1691159640,375.585,375.735,375.51,375.54,119354,127831.75
1691159700,375.56,375.69,375.432,375.58,169927,127332.65
1691159760,375.55,375.635,375.45,375.55,128983,127180.6
1691159820,375.56,375.85,375.55,375.77,97098,125425.1
1691159880,375.78,375.87,375.585,375.6868,168968,130003.35
1691159940,375.67,375.71,375.38,375.38,73081,123064.15
1691160000,375.38,375.64,375.2,375.525,105561,122468.65
1691160060,375.54,375.63,375.45,375.45,34737,116197.1
1691160120,375.45,375.53,375.09,375.185,91648,114820.6
1691160180,375.17,375.31,375.13,375.23,77428,114751.15
1691160240,375.24,375.47,375.15,375.46,119200,117159
1691160300,375.47,375.64,375.422,375.46,64142,114520.2
1691160360,375.44,375.62,375.37,375.46,41321,111448.85
1691160420,375.44,375.62,375.4,375.59,64389,110739.05
1691160480,375.605,375.61,375.26,375.32,56931,109597.4
1691160540,375.32,375.59,375.285,375.47,46759,107367.65
1691160600,375.45,375.46,375.29,375.3,41442,101379
1691160660,375.27,375.32,375.18,375.26,39726,96882.2
1691160720,375.255,375.64,375.255,375.56,62304,89351.95
1691160780,375.595,375.79,375.55,375.72,65011,83400.5
1691160840,375.7,376.06,375.65,376.0299,92460,82055.8
1691160900,376.01,376.14,375.94,376.05,107953,78957.1
1691160960,376.04,376.0692,375.94,376.03,42959,74655.9
1691161020,376.03,376.03,375.76,375.7946,53395,72470.75
1691161080,375.79,375.8666,375.71,375.81,38239,65934.3
1691161140,375.79,375.97,375.72,375.905,48623,64711.4
1691161200,375.91,376.06,375.76,375.96,78592,63362.95
1691161260,375.97,376.22,375.95,376.14,74993,65375.75
1691161320,376.14,376.28,376.06,376.25,67137,64150.2
1691161380,376.26,376.35,376.19,376.315,48939,62725.75
1691161440,376.33,376.37,376.2,376.32,91448,61338.15
1691161500,376.32,376.3499,376.18,376.3499,92803,62771.2
1691161560,376.335,376.49,376.29,376.44,93997,65405
1691161620,376.431,376.58,376.38,376.54,78803,66125.7
1691161680,376.53,376.715,376.5,376.66,71701,66864.2
1691161740,376.65,376.71,376.51,376.61,67394,67895.95
1691161800,376.62,376.71,376.5,376.52,83361,69991.9
1691161860,376.53,376.56,376.27,376.28,115286,73769.9
1691161920,376.28,376.28,376.07,376.1999,75908,74450.1
1691161980,376.2,376.23,376.05,376.15,73537,74876.4
1691162040,376.18,376.2099,376.09,376.12,33375,71922.15
1691162100,376.11,376.34,376.1,376.19,50677,69058.35
1691162160,376.2,376.38,376.18,376.31,38505,68835.65
1691162220,376.32,376.45,376.22,376.23,58568,69094.3
1691162280,376.2399,376.2399,375.95,375.99,83727,71368.7
1691162340,375.99,376.12,375.97,376.119,44529,71164
1691162400,376.12,376.23,375.99,376.172,45803,69524.55
1691162460,376.18,376.24,376.06,376.2,36160,67582.9
1691162520,376.19,376.31,376.12,376.26,56998,67075.95
1691162580,376.215,376.3115,376.1122,376.1399,49901,67124.05
1691162640,376.13,376.29,376.09,376.27,38139,64458.6
1691162700,376.27,376.42,376.24,376.41,50598,62348.35
1691162760,376.41,376.42,376.3,376.36,39682,59632.6
1691162820,376.34,376.5,376.34,376.49,34945,57439.7
1691162880,376.48,376.5495,376.3951,376.5,29606,55334.95
1691162940,376.49,376.55,376.41,376.49,15436,52737.05
1691163000,376.49,376.57,376.41,376.48,37686,50453.3
1691163060,376.42,376.46,376.3001,376.33,41383,46758.15
1691163120,376.34,376.48,376.34,376.37,29241,44424.8
1691163180,376.375,376.4699,376.27,376.4401,59499,43722.9
1691163240,376.4495,376.465,376.33,376.43,23064,43207.35
1691163300,376.4335,376.46,376.21,376.39,52323,43289.65
1691163360,376.38,376.6097,376.37,376.37,52020,43965.4
1691163420,376.3599,376.365,376.03,376.05,60279,44050.95
1691163480,376.055,376.27,376.05,376.23,61267,42927.95
1691163540,376.24,376.39,376.13,376.13,78105,44606.75
1691163600,376.13,376.2,376.07,376.18,37517,44192.45
1691163660,376.17,376.215,376.05,376.15,38646,44316.75
1691163720,376.16,376.54,376.16,376.51,62950,44614.35
1691163780,376.5,376.82,376.5,376.82,120968,48167.7
1691163840,376.82,376.94,376.72,376.8182,147031,53612.3
1691163900,376.85,377.04,376.81,376.8858,100410,56102.9
1691163960,376.885,377.12,376.885,377.0999,102167,59227.15
1691164020,377.1,377.24,377.041,377.21,85990,61779.4
1691164080,377.22,377.335,377.19,377.24,90834,64840.8
1691164140,377.24,377.32,377.2,377.24,50439,66590.95
1691164200,377.24,377.39,377.19,377.38,106948,70054.05
1691164260,377.38,377.4,377.14,377.14,113437,73656.75
1691164320,377.14,377.14,376.92,377.0199,114666,77928
1691164380,377.02,377.21,377.02,377.17,32452,76575.65
1691164440,377.17,377.28,377.12,377.15,75608,79202.85
1691164500,377.13,377.2263,377.1203,377.1901,54628,79318.1
1691164560,377.2,377.31,377.18,377.3093,50820,79258.1
1691164620,377.31,377.31,377.055,377.09,76988,80093.55
1691164680,377.08,377.17,377.02,377.0742,32558,78658.1
1691164740,377.07,377.205,377.04,377.17,33178,76411.75
1691164800,377.14,377.2299,377.1,377.15,65886,77830.2
1691164860,377.17,377.239,377.08,377.16,43899,78092.85
1691164920,377.17,377.1869,376.99,377.01,69628,78426.75
1691164980,377.02,377.16,377.0001,377.13,116730,78214.85
1691165040,377.11,377.16,377.02,377.1,32120,72469.3
1691165100,377.09,377.12,376.96,377,36904,69294
1691165160,377.01,377.02,376.78,376.81,94386,68904.95
1691165220,376.81,376.865,376.66,376.73,84444,68827.65
1691165280,376.73,376.7599,376.69,376.705,29606,65766.25
1691165340,376.69,376.78,376.66,376.6701,25886,64538.6
1691165400,376.66,376.76,376.61,376.73,37867,61084.55
1691165460,376.73,376.82,376.69,376.8,37383,57281.85
1691165520,376.8199,376.95,376.73,376.79,44134,53755.25
1691165580,376.77,377.0099,376.77,376.9987,33467,53806
1691165640,377,377.18,376.98,377.14,73879,53719.55
1691165700,377.13,377.145,377,377.1,41782,53077.25
1691165760,377.09,377.11,376.91,376.965,25511,51811.8
1691165820,376.96,376.96,376.79,376.92,23034,49114.1
1691165880,376.8963,377.03,376.85,377.0101,32267,49099.55
1691165940,377.02,377.1,376.956,377.04,44202,49650.75
1691166000,377.05,377.1,376.98,377.08,47888,48750.85
1691166060,377.09,377.09,376.88,376.89,25501,47830.95
1691166120,376.89,376.9989,376.73,376.7999,38420,46270.55
1691166180,376.795,376.91,376.7816,376.85,27958,41831.95
1691166240,376.85,377.185,376.84,377.18,75474,43999.65
1691166300,377.19,377.588,377.17,377.495,220491,53179
1691166360,377.51,377.605,377.41,377.4785,76733,52296.35
1691166420,377.48,377.53,377.43,377.51,47961,50472.2
1691166480,377.48,377.625,377.48,377.57,59103,51947.05
1691166540,377.566,377.67,377.5499,377.63,93254,55315.45
1691166600,377.64,377.77,377.56,377.61,98209,58332.55
1691166660,377.62,377.62,377.46,377.53,43444,58635.6
1691166720,377.565,377.62,377.49,377.61,22359,57546.85
1691166780,377.6099,377.63,377.47,377.52,28947,57320.85
1691166840,377.52,377.55,377.475,377.53,34478,55350.8
